IDE;programa;IDG;corte1;corte2;prom;fallas;fallaP;curso;creditos;IDP;nestud;periodo;a–o;jornada;profesor;dedicacion;nsala;sala;horaExamen;inicio;final;nota;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
2078;Ingenier’a Ambiental;G3;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;19;Torre P Sal—n 201;9:00 a.m.;09:04:00;09:54:00;1,5;0;0;0;0,5;0,5;0;0;0,5;0;0
2081;Ingenier’a Ambiental;G3;4,5;2,5;3,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;15;Centro de Computo Sala 6;9:00 a.m.;09:10:00;10:21:00;1,5;0,5;0;0;0;0;0;0;0,5;0;0,5
1549;Ingenier’a Ambiental;G13;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:14:00;10:01:00;2;0;0,5;0;0;0,5;0;0,5;0;0,5;0
1596;Ingenier’a De Sistemas;G13;2;2,5;2,25;18;105,88;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:12:00;10:27:00;2;0;0;0;0;0,5;0;0,5;0,5;0;0,5
1616;Ingenier’a Mec‡nica;G13;2,5;2;2,25;4;23,53;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:10:00;10:14:00;4,5;0,5;0,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5
1651;Ingenier’a Electr—nica;G13;2,5;1,5;2;8;47,06;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:20:00;10:01:00;0,5;0;0;0;0;0;0;0;0;0,5;0
1654;Ingenier’a Ambiental;G13;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:12:00;09:57:00;1;0;0;0;0;0;0,5;0;0;0;0,5
1688;Ingenier’a Industrial;G13;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:11:00;09:50:00;2;0;0,5;0,5;0;0;0;0;0,5;0,5;0
1692;Ingenier’a Ambiental;G13;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:18:00;10:31:00;1,5;0,5;0;0;0;0;0,5;0;0,5;0;0
1721;Ingenier’a De Sistemas;G13;1;0;0,5;20;117,65;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;9;Centro de Computo Sala 13;9:00 a.m.;;;;;;;;;;;;;
1735;Ingenier’a De Sistemas;G13;3,5;0;1,75;8;47,06;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;;;;;;;;;;;;;
1747;Ingenier’a Ambiental;G13;3;3;3;8;47,06;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:11:00;09:58:00;0,5;0;0;0;0;0;0,5;0;0;0;0
1752;Ingenier’a Ambiental;G13;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;09:53:00;0,5;0;0;0;0;0;0;0;0,5;0;0
1815;Ingenier’a Ambiental;G13;3;4;3,5;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:17:00;10:19:00;2,5;0;0,5;0,5;0,5;0;0;0;0;0,5;0,5
1868;Ingenier’a Ambiental;G13;2,5;2,5;2,5;3;17,65;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:30:00;10:28:00;0,5;0;0;0;0;0;0;0;0,5;0;0
1888;Ingenier’a Electr—nica;G13;2,5;3;2,75;3;17,65;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:14:00;10:24:00;1;0;0,5;0;0,5;0;0;0;0;0;0
1908;Ingenier’a Electr—nica;G13;1;0;0,5;6;35,29;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;9;Centro de Computo Sala 13;9:00 a.m.;;;;;;;;;;;;;
1911;Ingenier’a Ambiental;G13;4;3;3,5;5;29,41;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:12:00;09:59:00;2,5;0;0,5;0;0;0;0,5;0;0,5;0,5;0,5
1914;Ingenier’a Ambiental;G13;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:29:00;10:27:00;1;0,5;0;0;0;0;0;0;0;0;0,5
1963;Ingenier’a Ambiental;G13;2,5;3,5;3;8;47,06;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:09:00;10:18:00;3;0,5;0,5;0;0;0,5;0;0;0,5;0,5;0,5
2013;Ingenier’a De Sistemas;G13;2,5;3,5;3;0;0;Algoritmos y programaci—n;3;216;19;2;2017;d’a;Diomedes;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:10:00;10:13:00;2;0,5;0;0;0;0;0;0;0,5;0,5;0,5
1550;Ingenier’a Industrial;G20;2,5;5;3,75;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;18:19:00;19:05:00;1,5;0;0,5;0;0;0;0;0,5;0;0;0,5
1610;Ingenier’a De Sistemas;G20;2,5;4,5;3,5;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;27;Centro de Computo Sala 7;6:00 p.m.;18:20:00;19:16:00;1;0;0;0;0;0;0;0;0;0,5;0,5
1707;Ingenier’a Ambiental;G20;3,5;5;4,25;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:12:00;19:04:00;1,5;0;0;0,5;0;0;0;0;0;0,5;0,5
1719;Ingenier’a De Sistemas;G20;5;4,5;4,75;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:12:00;19:11:00;0,5;0;0;0;0,5;0;0;0;0;0;0
1889;Ingenier’a Mec‡nica;G20;2,5;1,5;2;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;;;;;;;;;;;;;
1904;Ingenier’a Industrial;G20;2,5;5;3,75;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;30;Torre P Sal—n 201;6:00 p.m.;18:15:00;18:47:00;0;0;0;0;0;0;0;0;0;0;0
1936;Ingenier’a Industrial;G20;3;3,5;3,25;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;31;Torre P Sal—n 303;6:00 p.m.;18:13:00;19:04:00;0,5;0;0;0;0;0;0;0,5;0;0;0
2101;Ingenier’a Electr—nica;G20;1;0;0,5;0;0;Algoritmos y programaci—n;3;204;8;2;2017;noche;Eneas;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;;;;;;;;;;;;;
1551;Ingenier’a De Sistemas;G2;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;19;Torre P Sal—n 201;9:00 a.m.;09:03:00;10:01:00;2,5;0,5;0;0,5;0;0;0;0,5;0,5;0;0,5
1594;Ingenier’a De Sistemas;G2;3,5;3,5;3,5;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;15;Centro de Computo Sala 6;9:00 a.m.;09:04:00;10:13:00;1,5;0;0;0;0,5;0;0;0;0;0,5;0,5
1645;Ingenier’a De Sistemas;G2;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;16;Centro de Computo Sala 7;9:00 a.m.;09:15:00;10:05:00;3;0;0,5;0,5;0,5;0,5;0;0,5;0;0;0,5
1653;Ingenier’a De Sistemas;G2;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;19;Torre P Sal—n 201;9:00 a.m.;09:43:00;10:29:00;1;0,5;0;0;0;0;0;0;0,5;0;0
1658;Ingenier’a De Sistemas;G2;4;3;3,5;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;12;Centro de Computo Sala 3;9:00 a.m.;09:22:00;10:40:00;1,5;0,5;0;0;0;0,5;0;0;0;0;0,5
1683;Ingenier’a De Sistemas;G2;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;20;Torre P Sal—n 303;9:00 a.m.;09:05:00;10:07:00;2,5;0;0;0;0,5;0;0,5;0,5;0,5;0,5;0
1725;Ingenier’a De Sistemas;G2;4;4;4;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;18;Centro de Computo Sala 9;9:00 a.m.;09:07:00;09:56:00;3,5;0,5;0,5;0,5;0,5;0;0;0,5;0;0,5;0,5
1734;Ingenier’a De Sistemas;G2;3;3;3;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;13;Centro de Computo Sala 4;9:00 a.m.;09:13:00;10:03:00;2,5;0;0,5;0,5;0;0,5;0,5;0,5;0;0;0
1787;Ingenier’a De Sistemas;G2;4,5;2;3,25;2;11,76;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;7;Centro de Computo Sala 11;9:00 a.m.;09:17:00;10:15:00;2,5;0,5;0;0,5;0;0;0;0;0,5;0,5;0,5
1798;Ingenier’a De Sistemas;G2;1;0;0;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;18;Centro de Computo Sala 9;9:00 a.m.;;;;;;;;;;;;;
1824;Ingenier’a De Sistemas;G2;3,5;4,5;4;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;15;Centro de Computo Sala 6;9:00 a.m.;09:15:00;10:08:00;3;0,5;0,5;0;0;0;0,5;0;0,5;0,5;0,5
1828;Ingenier’a De Sistemas;G2;3;3;3;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;17;Centro de Computo Sala 8;9:00 a.m.;09:09:00;10:04:00;0;0;0;0;0;0;0;0;0;0;0
1829;Ingenier’a De Sistemas;G2;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;16;Centro de Computo Sala 7;9:00 a.m.;09:07:00;09:54:00;0,5;0;0;0;0;0,5;0;0;0;0;0
1880;Ingenier’a De Sistemas;G2;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;11;Centro de Computo Sala 2;9:00 a.m.;09:20:00;10:39:00;2,5;0,5;0;0;0,5;0,5;0;0,5;0,5;0;0
1966;Ingenier’a De Sistemas;G2;2,5;0;1,25;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;14;Centro de Computo Sala 5;9:00 a.m.;;;;;;;;;;;;;
1974;Ingenier’a De Sistemas;G2;4;4,5;4,25;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;11;Centro de Computo Sala 2;9:00 a.m.;09:07:00;10:04:00;4;0,5;0,5;0,5;0,5;0;0,5;0;0,5;0,5;0,5
1987;Ingenier’a De Sistemas;G2;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;14;Centro de Computo Sala 5;9:00 a.m.;09:05:00;10:30:00;2;0;0,5;0;0,5;0;0;0;0,5;0,5;0
2002;Ingenier’a De Sistemas;G2;4;4;4;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;20;Torre P Sal—n 303;9:00 a.m.;09:06:00;10:04:00;2,5;0;0;0;0,5;0;0,5;0,5;0,5;0;0,5
2048;Ingenier’a De Sistemas;G2;3,5;0;1,75;10;58,82;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;7;Centro de Computo Sala 11;9:00 a.m.;;;;;;;;;;;;;
2050;Ingenier’a De Sistemas;G2;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;12;Centro de Computo Sala 3;9:00 a.m.;09:23:00;10:44:00;1,5;0;0;0;0;0,5;0,5;0;0;0;0,5
2075;Ingenier’a De Sistemas;G2;4;3;3,5;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;12;Centro de Computo Sala 3;9:00 a.m.;09:23:00;10:13:00;1,5;0;0;0,5;0;0;0;0,5;0,5;0;0
2089;Ingenier’a De Sistemas;G2;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;17;Centro de Computo Sala 8;9:00 a.m.;09:11:00;09:43:00;4,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
2096;Ingenier’a De Sistemas;G2;4;5;4,5;0;0;Algoritmos y programaci—n;3;222;23;2;2017;d’a;Atenea;TC;13;Centro de Computo Sala 4;9:00 a.m.;09:13:00;10:18:00;3,5;0;0,5;0,5;0,5;0,5;0,5;0;0;0,5;0,5
1568;Ingenier’a Ambiental;G22;4;3;3,5;0;0;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;18:14:00;19:33:00;1,5;0;0;0;0,5;0;0;0;0,5;0;0,5
1577;Ingenier’a Mec‡nica;G22;2,5;2,5;2,5;0;0;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:27:00;19:17:00;2;0;0;0;0,5;0;0;0,5;0;0,5;0,5
1593;Ingenier’a Ambiental;G22;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:09:00;18:46:00;2,5;0,5;0;0,5;0,5;0,5;0;0;0,5;0;0
1626;Ingenier’a Electr—nica;G22;2;0;1;19;111,76;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;;;;;;;;;;;;;
1766;Ingenier’a Ambiental;G22;3;3,5;3,25;6;35,29;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:19:00;19:07:00;1,5;0;0,5;0;0,5;0;0;0;0;0,5;0
1827;Ingenier’a Ambiental;G22;3;3;3;4;23,53;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:09:00;19:00:00;1;0;0;0;0;0;0;0;0,5;0,5;0
1835;Ingenier’a De Sistemas;G22;2,5;2,5;2,5;2;11,76;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;;;;;;;;;;;;;
1878;Ingenier’a Electr—nica;G22;2;0;1;20;117,65;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1893;Ingenier’a Ambiental;G22;3;2,5;2,75;4;23,53;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:28:00;19:43:00;2,5;0;0,5;0;0,5;0,5;0;0;0,5;0;0,5
1937;Ingenier’a De Sistemas;G22;2,5;1;1,75;2;11,76;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:21:00;18:50:00;2;0;0;0,5;0;0,5;0;0;0;0,5;0,5
1962;Ingenier’a Ambiental;G22;3,5;2,5;3;6;35,29;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:19:00;19:45:00;2,5;0;0;0,5;0;0;0,5;0,5;0,5;0;0,5
2113;Ingenier’a Ambiental;G22;1,5;0;0;2;11,76;Algoritmos y programaci—n;3;225;12;2;2017;noche;Poseid—n;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;;;;;;;;;;;;;
1574;Ingenier’a Mec‡nica;G18;0;0;0;3;17,65;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1582;Ingenier’a Electr—nica;G18;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:12:00;18:52:00;1;0;0;0;0;0,5;0;0;0;0,5;0
1589;Ingenier’a Ambiental;G18;4;4,5;4,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;31;Torre P Sal—n 303;6:00 p.m.;18:13:00;19:03:00;1,5;0;0;0,5;0,5;0;0;0;0;0;0,5
1607;Ingenier’a Industrial;G18;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:08:00;19:30:00;2,5;0;0,5;0;0,5;0,5;0;0,5;0,5;0;0
1632;Ingenier’a Electr—nica;G18;2;1;1,5;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:27:00;19:25:00;1;0;0;0;0;0;0;0,5;0;0;0,5
1670;Ingenier’a De Sistemas;G18;4;4,5;4,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;18:17:00;19:31:00;2,5;0;0,5;0,5;0;0;0;0;0,5;0,5;0,5
1866;Ingenier’a Mec‡nica;G18;2;2,5;2,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;30;Torre P Sal—n 201;6:00 p.m.;18:14:00;18:51:00;1,5;0,5;0;0;0;0,5;0;0;0;0;0,5
1882;Ingenier’a Electr—nica;G18;2,5;1;1,75;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;;;;;;;;;;;;;
1917;Ingenier’a Industrial;G18;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:11:00;18:47:00;1,5;0,5;0;0,5;0;0;0;0;0,5;0;0
2012;Ingenier’a De Sistemas;G18;4;4,5;4,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:19:00;19:12:00;1,5;0;0;0;0,5;0;0;0;0,5;0;0,5
2042;Ingenier’a Electr—nica;G18;5;4;4,5;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:14:00;19:35:00;3;0;0,5;0,5;0,5;0;0;0;0,5;0,5;0,5
2058;Ingenier’a Industrial;G18;4;4,5;4,25;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;27;Centro de Computo Sala 7;6:00 p.m.;18:22:00;19:02:00;2,5;0;0;0;0;0,5;0;0,5;0,5;0,5;0,5
2104;Ingenier’a Ambiental;G18;3;3;3;0;0;Algoritmos y programaci—n;3;224;13;2;2017;noche;P‡ndarp;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;18:19:00;19:15:00;2;0;0,5;0;0,5;0;0,5;0;0,5;0;0
1588;Ingenier’a Ambiental;G17;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1615;Ingenier’a Ambiental;G17;3,5;4,5;4;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:27:00;19:13:00;2;0,5;0,5;0;0;0;0,5;0,5;0;0;0
1713;Ingenier’a Mec‡nica;G17;4,5;5;4,75;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;30;Torre P Sal—n 201;6:00 p.m.;18:34:00;19:01:00;1,5;0;0;0;0,5;0;0,5;0,5;0;0;0
1753;Ingenier’a Ambiental;G17;3,5;3,5;3,5;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:14:00;18:48:00;1,5;0,5;0;0;0;0;0;0;0,5;0,5;0
1919;Ingenier’a Industrial;G17;3;4;3,5;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:16:00;18:53:00;1;0;0;0;0;0,5;0;0;0;0;0,5
1943;Ingenier’a Mec‡nica;G17;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:09:00;18:29:00;1;0;0,5;0;0;0;0;0;0,5;0;0
1979;Ingenier’a Industrial;G17;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;27;Centro de Computo Sala 7;6:00 p.m.;18:19:00;18:46:00;1,5;0;0,5;0;0;0,5;0;0;0;0,5;0
2039;Ingenier’a Mec‡nica;G17;4,5;5;4,75;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:19:00;19:22:00;1;0;0,5;0;0;0;0;0;0,5;0;0
2085;Ingenier’a Ambiental;G17;3;4;3,5;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;;;;;;;;;;;;;
2094;Ingenier’a Industrial;G17;3,5;4,5;4;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;18:14:00;18:48:00;1,5;0;0;0;0,5;0;0;0,5;0;0;0,5
2106;Ingenier’a Ambiental;G17;3;4,5;3,75;0;0;Algoritmos y programaci—n;3;215;11;2;2017;noche;Hermes;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:25:00;18:49:00;2;0;0;0;0;0;0;0,5;0,5;0,5;0,5
1622;Ingenier’a Mec‡nica;G19;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;18:14:00;19:26:00;1,5;0,5;0;0;0;0;0,5;0,5;0;0;0
1639;Ingenier’a Electr—nica;G19;4,5;4,5;4,5;2;11,76;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:19:00;19:18:00;2,5;0;0,5;0;0,5;0,5;0;0;0,5;0;0,5
1657;Ingenier’a Industrial;G19;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:10:00;19:19:00;0,5;0,5;0;0;0;0;0;0;0;0;0
1732;Ingenier’a Ambiental;G19;2;0;0;4;23,53;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;;;;;;;;;;;;;
1744;Ingenier’a De Sistemas;G19;4;3;3,5;2;11,76;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:19:00;19:41:00;3;0,5;0;0,5;0,5;0;0;0;0,5;0,5;0,5
1756;Ingenier’a Electr—nica;G19;5;5;5;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:14:00;19:00:00;4;0;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1778;Ingenier’a Electr—nica;G19;3,5;0;1,75;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;;;;;;;;;;;;;
1799;Ingenier’a Ambiental;G19;3,5;3;3,25;2;11,76;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:12:00;19:11:00;2;0,5;0,5;0;0;0,5;0;0,5;0;0;0
1805;Ingenier’a Mec‡nica;G19;4;4,5;4,25;1;5,88;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:09:00;19:22:00;2;0;0;0;0,5;0;0;0,5;0;0,5;0,5
1830;Ingenier’a Ambiental;G19;0;0;0;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;31;Torre P Sal—n 303;6:00 p.m.;;;;;;;;;;;;;
1842;Ingenier’a Electr—nica;G19;3;1;2;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1843;Ingenier’a Ambiental;G19;2;1;1,5;0;0;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1955;Ingenier’a Industrial;G19;2,5;2,5;2,5;3;17,65;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1967;Ingenier’a Ambiental;G19;4;4;4;2;11,76;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;27;Centro de Computo Sala 7;6:00 p.m.;18:19:00;19:02:00;3,5;0,5;0,5;0;0,5;0;0,5;0,5;0,5;0;0,5
1988;Ingenier’a Mec‡nica;G19;4,5;4,5;4,5;3;17,65;Algoritmos y programaci—n;3;202;19;2;2017;noche;Andr—maca;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:10:00;18:46:00;1,5;0,5;0;0;0;0,5;0;0;0;0;0,5
